userId,locality,keywords,u_type,dest_fav
4003,Dibombari,"Ponctualité,Wi-Fi gratuit,Musique,Cuisine,Assistance bagages,Conduite souple",Planner,Garoua
542,Bonanjo,"Conversation,Animaux acceptés,Conduite souple,Ambiance chaleureuse,Ponctualité,Silence,Climatisation,Vue panoramique,Éclairage tamisé,Sport,Confort,Langue parlée,Espace de rangement,Boisson gratuite,Sièges inclinables,Connectivité,Cuisine,Navigation GPS,Assistance bagages,Musique,Wi-Fi gratuit,Chauffeur expérimenté",Planner,Nanga-Eboko
351,Nanga-Eboko,"Langue parlée,Animaux acceptés,Sièges inclinables",Traveler,Bonaberi
3089,Bonaberi,"Sport,Ponctualité,Musique,Conduite souple,Connectivité,Ambiance chaleureuse,Silence,Confort,Vue panoramique,Animaux acceptés,Langue parlée,Navigation GPS,Conversation,Climatisation,Chauffeur expérimenté,Boisson gratuite,Éclairage tamisé,Wi-Fi gratuit,Espace de rangement,Assistance bagages,Cuisine,Sièges inclinables",Planner,Douala
740,Figuif,"Cuisine,Sièges inclinables,Navigation GPS,Musique,Sport,Animaux acceptés",Traveler,Bonanjo
2019,Mbalmayo,"Espace de rangement,Climatisation,Conduite souple,Assistance bagages,Sièges inclinables,Silence,Connectivité,Ambiance chaleureuse",Planner,Batibo
3498,Kumba,"Langue parlée,Conduite souple,Sièges inclinables,Sport,Conversation,Chauffeur expérimenté,Animaux acceptés,Connectivité,Vue panoramique,Musique,Climatisation,Confort,Navigation GPS,Boisson gratuite,Silence,Espace de rangement,Wi-Fi gratuit,Ambiance chaleureuse,Assistance bagages,Ponctualité",Traveler,Bonanjo
3698,Figuif,"Confort,Navigation GPS,Langue parlée,Sièges inclinables,Cuisine,Boisson gratuite",Traveler,Bali Nyonga
3275,Bonanjo,"Sport,Conversation,Espace de rangement,Ambiance chaleureuse,Boisson gratuite,Connectivité,Cuisine,Éclairage tamisé,Musique,Vue panoramique,Conduite souple,Langue parlée,Animaux acceptés,Wi-Fi gratuit",Planner,Belabo
913,Essos,"Langue parlée,Boisson gratuite,Ambiance chaleureuse,Espace de rangement,Assistance bagages,Climatisation,Cuisine,Animaux acceptés,Confort,Silence,Connectivité,Navigation GPS,Conversation,Wi-Fi gratuit,Conduite souple",Planner,Yagoua
1076,Bertoua,"Sport,Langue parlée,Navigation GPS,Ponctualité,Silence,Connectivité,Conversation,Ambiance chaleureuse,Vue panoramique,Chauffeur expérimenté,Climatisation,Wi-Fi gratuit,Cuisine,Musique,Espace de rangement,Éclairage tamisé,Conduite souple,Sièges inclinables,Assistance bagages,Animaux acceptés,Boisson gratuite",Traveler,Guider
2327,Bimbia,"Animaux acceptés,Silence,Assistance bagages,Confort,Éclairage tamisé,Connectivité,Boisson gratuite,Sport,Vue panoramique",Planner,Meiganga
3734,Kribi,"Conduite souple,Animaux acceptés",Planner,Mbandjock
4816,Mokolo,"Ponctualité,Chauffeur expérimenté,Climatisation,Sièges inclinables,Connectivité,Cuisine,Wi-Fi gratuit,Navigation GPS,Langue parlée",Planner,Bamenda
4472,Nanga-Eboko,"Conversation,Conduite souple,Connectivité,Navigation GPS,Espace de rangement,Boisson gratuite,Confort,Cuisine,Musique,Animaux acceptés,Silence,Ponctualité,Éclairage tamisé,Chauffeur expérimenté,Ambiance chaleureuse,Sport,Climatisation,Vue panoramique,Sièges inclinables,Wi-Fi gratuit",Traveler,Bogo
1910,Loum,"Vue panoramique,Connectivité,Ambiance chaleureuse,Espace de rangement,Cuisine,Navigation GPS,Conduite souple,Chauffeur expérimenté,Animaux acceptés,Assistance bagages,Silence,Éclairage tamisé,Boisson gratuite,Climatisation,Musique,Confort,Wi-Fi gratuit,Sièges inclinables,Langue parlée,Conversation",Planner,Bafia
1716,Essos,"Conversation,Navigation GPS,Silence,Sièges inclinables,Confort,Ponctualité,Chauffeur expérimenté,Éclairage tamisé,Espace de rangement,Cuisine,Conduite souple,Connectivité,Boisson gratuite,Climatisation,Assistance bagages,Wi-Fi gratuit,Vue panoramique,Animaux acceptés,Sport,Ambiance chaleureuse",Traveler,Meiganga
1916,Kousseri,"Silence,Musique,Wi-Fi gratuit,Ambiance chaleureuse,Sièges inclinables,Conversation,Sport,Vue panoramique,Confort,Boisson gratuite,Animaux acceptés,Langue parlée,Assistance bagages,Chauffeur expérimenté,Ponctualité,Climatisation,Navigation GPS,Cuisine,Espace de rangement,Conduite souple,Éclairage tamisé,Connectivité",Planner,Muyuka
3591,Beti,"Éclairage tamisé,Ambiance chaleureuse,Connectivité,Espace de rangement,Wi-Fi gratuit,Chauffeur expérimenté,Musique,Vue panoramique,Navigation GPS,Confort,Assistance bagages,Silence,Langue parlée,Conduite souple,Boisson gratuite",Traveler,Bali Nyonga
1738,Kribi,"Cuisine,Conduite souple,Confort,Climatisation,Connectivité,Wi-Fi gratuit,Chauffeur expérimenté",Planner,Bimbia
3820,Mbalmayo,"Musique,Sport,Connectivité,Wi-Fi gratuit,Ambiance chaleureuse,Vue panoramique,Boisson gratuite,Climatisation,Espace de rangement,Langue parlée",Planner,Kumba
2845,Guider,"Musique,Sport,Animaux acceptés,Conduite souple,Conversation,Wi-Fi gratuit,Confort,Espace de rangement,Langue parlée,Sièges inclinables",Planner,Fontem
4162,Buea,"Conduite souple,Confort,Assistance bagages,Animaux acceptés,Sport,Éclairage tamisé,Navigation GPS,Sièges inclinables,Espace de rangement,Vue panoramique",Planner,Bimbia
1210,Yagoua,"Animaux acceptés,Langue parlée,Navigation GPS,Boisson gratuite,Vue panoramique",Traveler,Mutengene
719,Bertoua,"Connectivité,Wi-Fi gratuit,Boisson gratuite,Langue parlée,Navigation GPS,Chauffeur expérimenté,Ponctualité,Sport,Animaux acceptés,Ambiance chaleureuse,Vue panoramique,Silence,Confort",Traveler,Mbandjock
2070,Bonanjo,"Éclairage tamisé,Confort,Ponctualité,Chauffeur expérimenté,Ambiance chaleureuse,Sièges inclinables,Boisson gratuite,Navigation GPS,Connectivité,Langue parlée,Silence,Conversation,Musique,Sport,Wi-Fi gratuit,Animaux acceptés,Conduite souple,Assistance bagages,Climatisation,Cuisine,Vue panoramique,Espace de rangement",Planner,Bimbia
3790,Loum,"Ambiance chaleureuse,Vue panoramique,Sièges inclinables,Chauffeur expérimenté,Navigation GPS,Conduite souple,Connectivité,Boisson gratuite,Éclairage tamisé,Musique,Wi-Fi gratuit,Confort",Planner,Melong
3877,Bonamoussadi,"Éclairage tamisé,Cuisine,Boisson gratuite,Langue parlée,Musique,Ambiance chaleureuse,Sport,Conversation,Climatisation,Silence,Assistance bagages,Connectivité,Chauffeur expérimenté,Conduite souple,Wi-Fi gratuit,Navigation GPS,Animaux acceptés,Espace de rangement",Traveler,Bonakouamouang
4381,Bafoussam,"Ambiance chaleureuse,Chauffeur expérimenté,Musique,Vue panoramique,Conversation,Silence,Cuisine,Boisson gratuite,Espace de rangement,Connectivité,Langue parlée,Animaux acceptés,Sièges inclinables,Ponctualité,Wi-Fi gratuit,Navigation GPS,Confort,Sport",Planner,Garoua
1898,Bonabéri,"Cuisine,Animaux acceptés,Silence,Sièges inclinables,Éclairage tamisé,Confort,Wi-Fi gratuit,Sport,Langue parlée,Chauffeur expérimenté",Traveler,Mbalmayo
219,Nanga-Eboko,"Wi-Fi gratuit,Ambiance chaleureuse,Connectivité,Vue panoramique,Musique,Ponctualité,Conduite souple,Chauffeur expérimenté,Langue parlée",Traveler,Nkongsamba
4534,Kribi,"Éclairage tamisé,Chauffeur expérimenté",Traveler,Muyuka
509,Bonakouamouang,"Boisson gratuite,Ponctualité,Assistance bagages,Langue parlée,Conversation,Navigation GPS,Éclairage tamisé,Connectivité,Vue panoramique,Confort,Conduite souple,Chauffeur expérimenté,Silence,Sièges inclinables,Ambiance chaleureuse,Espace de rangement,Musique,Cuisine",Traveler,Batibo
1456,Bamenda,"Climatisation,Boisson gratuite,Conduite souple,Navigation GPS,Connectivité,Espace de rangement,Sport,Animaux acceptés,Musique,Chauffeur expérimenté,Vue panoramique,Conversation,Ambiance chaleureuse,Wi-Fi gratuit,Éclairage tamisé,Ponctualité,Sièges inclinables,Langue parlée,Confort,Assistance bagages",Planner,Mbouda
3905,Muyuka,"Ambiance chaleureuse,Animaux acceptés,Wi-Fi gratuit,Navigation GPS,Cuisine,Chauffeur expérimenté,Musique,Vue panoramique,Climatisation,Connectivité",Planner,Mutengene
2131,Messa,"Conversation,Vue panoramique,Assistance bagages,Conduite souple,Espace de rangement,Chauffeur expérimenté,Navigation GPS,Éclairage tamisé,Sièges inclinables,Connectivité,Boisson gratuite,Climatisation,Musique,Confort,Ambiance chaleureuse,Langue parlée,Wi-Fi gratuit,Cuisine,Sport,Silence",Traveler,Dibombari
913,Guider,"Musique,Sièges inclinables",Traveler,Mora
4495,Messa,"Connectivité,Ambiance chaleureuse,Chauffeur expérimenté,Espace de rangement,Sport,Langue parlée,Éclairage tamisé,Musique,Assistance bagages,Animaux acceptés,Conduite souple,Sièges inclinables,Boisson gratuite,Confort,Ponctualité,Vue panoramique,Wi-Fi gratuit,Conversation",Planner,Bafang
2443,Buea,"Animaux acceptés,Boisson gratuite",Traveler,Messa
3545,Buea,"Cuisine,Ponctualité,Connectivité,Espace de rangement,Assistance bagages,Chauffeur expérimenté,Climatisation,Navigation GPS,Silence,Ambiance chaleureuse,Animaux acceptés,Wi-Fi gratuit,Musique,Vue panoramique,Conduite souple,Boisson gratuite,Éclairage tamisé,Conversation,Confort,Langue parlée",Traveler,Maroua
734,Gazawa,"Espace de rangement,Wi-Fi gratuit,Assistance bagages,Animaux acceptés,Éclairage tamisé,Langue parlée,Confort,Sport,Chauffeur expérimenté,Cuisine,Climatisation,Conversation,Sièges inclinables,Vue panoramique,Ponctualité,Conduite souple,Ambiance chaleureuse",Planner,Bafoussam
2005,Guider,"Ambiance chaleureuse,Confort,Navigation GPS,Conduite souple",Traveler,Mbandjock
1595,Bertoua,"Confort,Navigation GPS,Musique,Langue parlée,Animaux acceptés,Chauffeur expérimenté,Assistance bagages,Boisson gratuite,Éclairage tamisé,Connectivité,Vue panoramique,Climatisation,Silence,Sport,Ambiance chaleureuse,Conversation,Conduite souple,Cuisine,Sièges inclinables",Planner,Bimbia
213,Yaounde,"Connectivité,Musique,Boisson gratuite,Confort,Navigation GPS,Ambiance chaleureuse,Wi-Fi gratuit,Cuisine,Silence,Ponctualité,Animaux acceptés,Conduite souple,Conversation,Éclairage tamisé,Vue panoramique,Assistance bagages,Sport,Climatisation,Sièges inclinables,Chauffeur expérimenté,Espace de rangement,Langue parlée",Planner,Yagoua
1906,Mbanga,"Climatisation,Musique,Animaux acceptés,Assistance bagages,Boisson gratuite,Vue panoramique,Silence,Connectivité,Sport,Conduite souple,Confort,Conversation,Chauffeur expérimenté,Cuisine,Wi-Fi gratuit,Ambiance chaleureuse,Navigation GPS,Ponctualité,Espace de rangement,Langue parlée",Planner,Guider
2338,Edéa,"Connectivité,Navigation GPS,Climatisation,Wi-Fi gratuit,Animaux acceptés,Éclairage tamisé,Sport,Musique,Sièges inclinables,Cuisine,Assistance bagages,Vue panoramique,Silence,Langue parlée",Traveler,Mbalmayo
2902,Bonanjo,"Sièges inclinables,Silence,Conduite souple,Cuisine,Espace de rangement,Vue panoramique,Langue parlée,Chauffeur expérimenté,Climatisation,Boisson gratuite,Navigation GPS,Sport,Conversation,Éclairage tamisé,Musique",Traveler,Gazawa
1132,Bamenda,"Vue panoramique,Langue parlée,Confort,Assistance bagages,Sport,Navigation GPS,Climatisation,Animaux acceptés,Boisson gratuite,Ponctualité,Musique,Conversation,Silence,Wi-Fi gratuit,Ambiance chaleureuse,Connectivité,Éclairage tamisé,Chauffeur expérimenté,Sièges inclinables",Traveler,Bonakouamouang
984,Limbe,"Climatisation,Sièges inclinables,Espace de rangement,Confort,Vue panoramique,Langue parlée,Ponctualité,Silence,Conversation,Sport,Boisson gratuite,Wi-Fi gratuit,Éclairage tamisé,Assistance bagages,Conduite souple,Ambiance chaleureuse,Chauffeur expérimenté,Cuisine,Navigation GPS",Traveler,Bafoussam
725,Essos,"Ponctualité,Vue panoramique,Connectivité,Éclairage tamisé,Confort,Animaux acceptés,Espace de rangement,Ambiance chaleureuse,Sport",Traveler,Dibombari
1328,Boutours,"Conduite souple,Conversation,Assistance bagages,Navigation GPS,Chauffeur expérimenté,Boisson gratuite,Climatisation,Wi-Fi gratuit",Traveler,Buea
527,Bafoussam,"Connectivité,Éclairage tamisé,Cuisine,Sport",Traveler,Belo
2569,Loum,"Conversation,Connectivité,Animaux acceptés,Vue panoramique,Ponctualité,Musique,Confort,Ambiance chaleureuse,Wi-Fi gratuit,Sièges inclinables",Planner,Kousseri
3255,Fontem,"Navigation GPS,Silence,Sièges inclinables,Connectivité,Éclairage tamisé,Wi-Fi gratuit",Traveler,Mbouda
3851,Douala,"Ponctualité,Conversation,Sport,Confort,Navigation GPS,Connectivité,Silence",Traveler,Bonaberi
1713,Bonaberi,"Éclairage tamisé,Confort,Silence,Cuisine,Espace de rangement,Boisson gratuite,Ambiance chaleureuse",Planner,Beti
580,Buea,"Cuisine,Animaux acceptés",Traveler,Yaounde
3074,Bonabéri,"Sièges inclinables,Conduite souple",Traveler,Buea
1829,Garoua,"Assistance bagages,Éclairage tamisé,Wi-Fi gratuit,Confort,Vue panoramique,Musique,Ambiance chaleureuse,Espace de rangement",Planner,Mokolo
4638,Kousseri,"Silence,Langue parlée,Cuisine,Vue panoramique,Assistance bagages,Chauffeur expérimenté,Musique,Espace de rangement,Navigation GPS,Conduite souple,Éclairage tamisé,Sièges inclinables,Sport,Wi-Fi gratuit,Animaux acceptés,Ponctualité",Traveler,Belabo
1922,Banga Bakundu,"Wi-Fi gratuit,Conversation,Langue parlée,Sièges inclinables,Conduite souple",Traveler,Edéa
1019,Bonaberi,"Assistance bagages,Wi-Fi gratuit,Conversation,Cuisine,Boisson gratuite,Musique,Chauffeur expérimenté,Confort,Vue panoramique,Sport",Traveler,Yaounde
4952,Bamenda,"Confort,Cuisine,Ponctualité,Animaux acceptés",Traveler,Edéa
3565,Mbanga,"Animaux acceptés,Chauffeur expérimenté,Espace de rangement,Musique",Traveler,Gazawa
2408,Bertoua,"Animaux acceptés,Espace de rangement,Sport,Musique,Cuisine,Silence",Planner,Bogo
2164,Belabo,"Assistance bagages,Animaux acceptés,Chauffeur expérimenté,Sport,Climatisation,Conduite souple,Connectivité,Confort,Conversation,Sièges inclinables,Ponctualité,Silence,Boisson gratuite",Planner,Bonakouamouang
4358,Mbalmayo,"Connectivité,Silence,Assistance bagages,Sièges inclinables,Éclairage tamisé,Sport,Vue panoramique,Musique,Cuisine,Navigation GPS,Wi-Fi gratuit,Confort,Ponctualité,Animaux acceptés,Chauffeur expérimenté,Boisson gratuite,Conduite souple,Langue parlée,Ambiance chaleureuse,Espace de rangement,Conversation,Climatisation",Planner,Bonanjo
842,Bimbia,"Navigation GPS,Confort,Cuisine,Ponctualité,Musique,Sièges inclinables,Wi-Fi gratuit,Animaux acceptés,Conversation,Assistance bagages,Climatisation,Boisson gratuite,Langue parlée,Conduite souple,Chauffeur expérimenté,Éclairage tamisé",Planner,Gazawa
3094,Yagoua,"Vue panoramique,Chauffeur expérimenté,Conduite souple,Conversation,Climatisation,Silence,Espace de rangement,Wi-Fi gratuit,Cuisine",Planner,Belo
3237,Buea,"Boisson gratuite,Chauffeur expérimenté,Wi-Fi gratuit,Vue panoramique,Ponctualité,Sièges inclinables,Connectivité,Navigation GPS,Climatisation,Animaux acceptés,Musique,Éclairage tamisé,Conduite souple,Confort,Espace de rangement",Traveler,Mutengene
339,Limbe,"Espace de rangement,Conduite souple,Boisson gratuite,Éclairage tamisé,Sièges inclinables,Silence,Wi-Fi gratuit,Langue parlée,Cuisine,Conversation",Traveler,Edéa
1371,Edéa,"Animaux acceptés,Musique,Langue parlée,Sièges inclinables,Assistance bagages,Ambiance chaleureuse,Navigation GPS",Traveler,Beti
1476,Yagoua,"Sport,Vue panoramique,Confort,Éclairage tamisé,Silence,Conduite souple,Cuisine,Animaux acceptés,Wi-Fi gratuit",Traveler,Bali Nyonga
4589,Batibo,"Conduite souple,Climatisation,Wi-Fi gratuit,Sport,Langue parlée,Connectivité,Conversation,Assistance bagages",Traveler,Beti
581,Mbouda,"Silence,Conduite souple,Wi-Fi gratuit,Ambiance chaleureuse,Confort,Langue parlée,Conversation,Connectivité,Climatisation,Ponctualité,Animaux acceptés",Traveler,Buea
3024,Essos,"Conduite souple,Éclairage tamisé,Animaux acceptés,Cuisine,Boisson gratuite",Traveler,Buea
1436,Mutengene,"Éclairage tamisé,Silence,Vue panoramique,Sièges inclinables,Langue parlée,Assistance bagages,Cuisine,Boisson gratuite,Ponctualité,Conversation,Musique,Espace de rangement",Planner,Edéa
456,Belo,"Cuisine,Chauffeur expérimenté,Confort,Sport,Climatisation,Wi-Fi gratuit,Ponctualité,Éclairage tamisé,Boisson gratuite,Conduite souple,Silence",Planner,Bonanjo
2672,Bali,"Conduite souple,Sport,Silence,Chauffeur expérimenté,Climatisation,Vue panoramique,Connectivité,Ponctualité,Confort,Éclairage tamisé,Navigation GPS,Assistance bagages,Boisson gratuite,Espace de rangement,Cuisine,Langue parlée,Ambiance chaleureuse",Traveler,Kribi
3960,Yaounde,"Navigation GPS,Connectivité,Conduite souple,Animaux acceptés",Traveler,Bimbia
2415,Nkongsamba,"Connectivité,Assistance bagages,Navigation GPS,Boisson gratuite,Silence,Espace de rangement,Ambiance chaleureuse,Vue panoramique,Sièges inclinables,Wi-Fi gratuit,Sport,Chauffeur expérimenté,Cuisine,Conduite souple,Animaux acceptés,Musique,Climatisation,Conversation,Confort,Éclairage tamisé",Planner,Batibo
2601,Dibombari,"Silence,Confort,Espace de rangement,Ponctualité,Navigation GPS,Chauffeur expérimenté,Climatisation,Conversation,Cuisine,Animaux acceptés,Langue parlée,Conduite souple,Éclairage tamisé,Musique,Connectivité,Wi-Fi gratuit,Boisson gratuite,Sièges inclinables,Sport",Traveler,Douala
2066,Campo,"Musique,Assistance bagages,Navigation GPS,Confort,Ponctualité,Langue parlée,Cuisine,Chauffeur expérimenté,Conversation",Traveler,Bafoussam
4003,Meiganga,"Éclairage tamisé,Assistance bagages,Espace de rangement,Langue parlée",Planner,Bonakouamouang
1010,Buea,"Boisson gratuite,Animaux acceptés,Musique,Cuisine,Ambiance chaleureuse",Traveler,Bamenda
4810,Boutours,"Conversation,Conduite souple,Éclairage tamisé,Chauffeur expérimenté,Espace de rangement,Confort,Wi-Fi gratuit,Vue panoramique,Sport,Navigation GPS,Connectivité,Climatisation,Cuisine,Animaux acceptés,Assistance bagages,Ambiance chaleureuse,Ponctualité,Musique,Sièges inclinables",Traveler,Bandjoun
1705,Bali Nyonga,"Langue parlée,Confort,Navigation GPS,Boisson gratuite,Ambiance chaleureuse,Éclairage tamisé",Traveler,Mutengene
4734,Kribi,"Sport,Climatisation,Langue parlée,Vue panoramique",Traveler,Kribi
787,Buea,"Silence,Éclairage tamisé,Musique,Boisson gratuite,Navigation GPS,Cuisine,Chauffeur expérimenté,Wi-Fi gratuit,Confort,Sport,Conversation,Connectivité,Climatisation,Ambiance chaleureuse",Planner,Bamenda
3528,Bafia,"Navigation GPS,Conduite souple,Boisson gratuite,Ponctualité,Chauffeur expérimenté,Animaux acceptés,Silence,Vue panoramique,Cuisine,Langue parlée,Connectivité,Climatisation,Confort,Assistance bagages,Conversation",Planner,Yaounde
1841,Belabo,"Ambiance chaleureuse,Climatisation,Chauffeur expérimenté,Animaux acceptés,Éclairage tamisé,Sièges inclinables,Cuisine,Ponctualité,Silence,Wi-Fi gratuit,Confort,Navigation GPS,Conversation,Espace de rangement,Conduite souple,Connectivité",Traveler,Kribi
4280,Mokolo,"Espace de rangement,Musique,Wi-Fi gratuit,Confort,Navigation GPS,Animaux acceptés,Sport,Chauffeur expérimenté,Ponctualité,Cuisine,Boisson gratuite,Conversation,Sièges inclinables,Langue parlée,Climatisation,Vue panoramique,Éclairage tamisé,Silence,Assistance bagages",Planner,Melong
630,Bimbia,"Navigation GPS,Connectivité,Ambiance chaleureuse,Éclairage tamisé",Traveler,Meiganga
1230,Garoua,"Musique,Sièges inclinables,Espace de rangement,Vue panoramique,Connectivité,Wi-Fi gratuit,Silence",Traveler,Guider
1946,Messa,"Vue panoramique,Confort,Éclairage tamisé,Conduite souple,Boisson gratuite,Langue parlée,Sport,Navigation GPS,Espace de rangement,Sièges inclinables,Ambiance chaleureuse,Assistance bagages,Conversation,Silence,Wi-Fi gratuit,Connectivité,Musique,Climatisation,Animaux acceptés,Ponctualité,Cuisine",Traveler,Muyuka
3559,Boutours,"Animaux acceptés,Silence,Langue parlée,Connectivité,Conversation,Sièges inclinables,Chauffeur expérimenté,Cuisine,Vue panoramique,Musique,Confort,Sport,Boisson gratuite,Navigation GPS,Climatisation",Planner,Kumba
2719,Douala,"Wi-Fi gratuit,Sport,Ponctualité,Musique,Boisson gratuite,Éclairage tamisé,Vue panoramique,Espace de rangement,Chauffeur expérimenté",Traveler,Mokolo
248,Bonakouamouang,"Silence,Connectivité,Conduite souple,Assistance bagages,Musique",Traveler,Bonakouamouang
13,Messa,"Cuisine,Assistance bagages,Espace de rangement,Climatisation,Musique,Sièges inclinables,Boisson gratuite,Vue panoramique,Langue parlée,Conversation,Navigation GPS,Éclairage tamisé,Animaux acceptés,Ponctualité,Conduite souple,Connectivité,Chauffeur expérimenté",Traveler,Kumba
2816,Bogo,"Ponctualité,Wi-Fi gratuit,Animaux acceptés,Navigation GPS,Vue panoramique,Langue parlée,Confort,Conversation,Connectivité,Chauffeur expérimenté,Sport,Boisson gratuite,Sièges inclinables,Éclairage tamisé,Assistance bagages,Conduite souple,Espace de rangement",Traveler,Boutours
4499,Garoua,"Assistance bagages,Wi-Fi gratuit",Planner,Beti
900,Belo,"Langue parlée,Chauffeur expérimenté",Traveler,Edéa
518,Yaounde,Sièges inclinables,Planner,Bali
877,Douala,"Climatisation,Ambiance chaleureuse,Sport,Cuisine,Conversation,Chauffeur expérimenté,Connectivité,Espace de rangement,Wi-Fi gratuit,Assistance bagages,Animaux acceptés,Langue parlée,Silence",Planner,Gazawa
918,Kumba,Musique,Traveler,Kumba
2880,Mora,"Navigation GPS,Ambiance chaleureuse,Confort,Sport,Vue panoramique,Conversation,Conduite souple,Éclairage tamisé,Boisson gratuite,Climatisation,Sièges inclinables,Espace de rangement,Chauffeur expérimenté,Langue parlée,Connectivité,Silence,Cuisine",Traveler,Bamenda
4182,Kumba,"Connectivité,Sport",Traveler,Limbe
3860,Bafia,"Confort,Conduite souple,Silence,Vue panoramique,Musique,Climatisation,Ambiance chaleureuse,Sport,Connectivité,Navigation GPS",Traveler,Maroua
3306,Garoua,"Éclairage tamisé,Assistance bagages,Climatisation,Sièges inclinables,Sport,Conduite souple,Musique,Connectivité,Boisson gratuite,Confort,Chauffeur expérimenté,Navigation GPS,Espace de rangement,Wi-Fi gratuit,Conversation,Animaux acceptés,Vue panoramique,Ponctualité,Cuisine",Planner,Maroua
2681,Nkongsamba,"Chauffeur expérimenté,Assistance bagages,Sport,Vue panoramique,Silence,Boisson gratuite,Conversation,Cuisine,Confort,Wi-Fi gratuit,Ambiance chaleureuse,Éclairage tamisé,Conduite souple,Animaux acceptés,Connectivité,Musique,Navigation GPS,Climatisation,Sièges inclinables",Traveler,Campo
874,Loum,"Sport,Espace de rangement,Éclairage tamisé,Navigation GPS,Cuisine,Assistance bagages,Sièges inclinables,Vue panoramique,Conduite souple,Climatisation,Wi-Fi gratuit,Animaux acceptés,Musique",Planner,Guider
1721,Meiganga,"Ponctualité,Sièges inclinables,Éclairage tamisé,Boisson gratuite,Sport,Climatisation,Cuisine,Vue panoramique",Traveler,Guider
3985,Bonaberi,"Langue parlée,Cuisine,Connectivité,Confort",Traveler,Nkongsamba
579,Guider,"Sport,Confort,Boisson gratuite,Silence,Sièges inclinables,Chauffeur expérimenté,Vue panoramique,Assistance bagages,Conversation,Éclairage tamisé,Connectivité",Planner,Maroua
2598,Douala,"Espace de rangement,Sport,Confort,Sièges inclinables,Éclairage tamisé,Wi-Fi gratuit,Conversation,Connectivité,Musique,Navigation GPS,Chauffeur expérimenté,Vue panoramique,Assistance bagages,Silence,Conduite souple,Boisson gratuite,Ambiance chaleureuse,Langue parlée,Animaux acceptés,Ponctualité,Cuisine",Traveler,Edéa
905,Banga Bakundu,"Confort,Animaux acceptés,Ponctualité,Vue panoramique,Silence,Connectivité,Cuisine,Climatisation,Ambiance chaleureuse,Espace de rangement,Assistance bagages,Sport,Conversation,Musique,Langue parlée,Boisson gratuite,Wi-Fi gratuit,Conduite souple,Chauffeur expérimenté,Éclairage tamisé",Planner,Bogo
661,Mbanga,"Éclairage tamisé,Wi-Fi gratuit,Cuisine,Conduite souple,Chauffeur expérimenté,Navigation GPS,Vue panoramique",Traveler,Mbouda
1470,Yagoua,"Ambiance chaleureuse,Langue parlée,Connectivité,Musique,Silence,Vue panoramique,Sport",Traveler,Bonakouamouang
2875,Nanga-Eboko,"Sport,Connectivité,Climatisation,Silence,Navigation GPS,Conduite souple,Conversation,Confort,Musique,Animaux acceptés,Éclairage tamisé",Traveler,Loum
4611,Bertoua,"Langue parlée,Navigation GPS,Climatisation,Animaux acceptés,Wi-Fi gratuit,Conversation,Vue panoramique,Ambiance chaleureuse,Sport,Conduite souple,Connectivité,Confort,Sièges inclinables,Cuisine,Ponctualité,Silence,Boisson gratuite,Éclairage tamisé,Musique,Espace de rangement",Traveler,Banga Bakundu
504,Mokolo,"Vue panoramique,Wi-Fi gratuit,Musique,Langue parlée,Boisson gratuite,Cuisine,Chauffeur expérimenté,Navigation GPS,Climatisation,Ponctualité,Sièges inclinables,Confort,Silence,Assistance bagages,Sport,Conversation,Ambiance chaleureuse,Animaux acceptés,Espace de rangement",Planner,Belo
2408,Mbalmayo,"Animaux acceptés,Wi-Fi gratuit,Conduite souple,Musique",Traveler,Limbe
4022,Beti,"Espace de rangement,Musique,Conversation,Wi-Fi gratuit,Confort,Climatisation,Connectivité,Conduite souple,Cuisine,Animaux acceptés,Sièges inclinables,Langue parlée,Éclairage tamisé,Boisson gratuite,Ponctualité,Vue panoramique,Ambiance chaleureuse,Sport,Silence,Assistance bagages",Traveler,Kribi
2204,Campo,"Confort,Vue panoramique,Wi-Fi gratuit,Connectivité,Climatisation,Animaux acceptés,Conversation,Sièges inclinables,Silence,Ambiance chaleureuse,Assistance bagages,Conduite souple,Langue parlée,Navigation GPS,Ponctualité,Boisson gratuite,Sport,Cuisine,Éclairage tamisé,Musique",Traveler,Kumba
726,Banga Bakundu,"Wi-Fi gratuit,Ponctualité,Confort,Ambiance chaleureuse,Sport,Silence,Navigation GPS,Animaux acceptés,Langue parlée",Planner,Bonamoussadi
703,Bafia,"Ambiance chaleureuse,Animaux acceptés,Assistance bagages,Conversation,Silence,Vue panoramique,Sièges inclinables,Espace de rangement,Chauffeur expérimenté,Confort,Musique,Navigation GPS,Connectivité,Cuisine",Traveler,Maroua
2833,Bali,"Éclairage tamisé,Silence,Ambiance chaleureuse,Conduite souple,Connectivité,Ponctualité,Espace de rangement,Sport,Conversation,Confort,Cuisine,Langue parlée,Climatisation",Traveler,Kribi
3242,Bonabéri,"Musique,Éclairage tamisé,Sièges inclinables,Climatisation,Conversation,Ambiance chaleureuse,Sport,Wi-Fi gratuit,Boisson gratuite,Espace de rangement,Navigation GPS,Assistance bagages",Traveler,Bamenda
2135,Bogo,"Climatisation,Connectivité,Langue parlée,Assistance bagages,Wi-Fi gratuit,Ponctualité,Musique,Vue panoramique,Ambiance chaleureuse,Espace de rangement,Cuisine,Sièges inclinables,Boisson gratuite,Chauffeur expérimenté,Conversation,Confort",Traveler,Buea
